request_id,hour,pickup_zone,dropoff_zone,vehicle_tier,distance_km,duration_min,weather_condition,precipitation_mm_h,visibility_km,temperature_c,congestion_index,traffic_incidents,active_drivers,open_requests,dsr_ratio,rider_loyalty,subtotal_base_fare,weather_multiplier,traffic_multiplier,dsr_multiplier,time_multiplier,total_surge_multiplier,final_fare,driver_payout,platform_commission,acceptance_probability,is_accepted,is_capped
REQ-001052,23,FINANCIAL_DISTRICT,AIRPORT,PREMIUM,4.81,10.1,CLEAR,0.0,10.0,5.0,0.15,0,40,22,0.55,REGULAR,30.05,0.0,0.0,0.0,0.15,1.15,34.56,26.37,8.19,0.8581,1,0
REQ-001053,9,DOWNTOWN,AIRPORT,XL,25.57,56.0,CLEAR,0.0,10.0,12.1,0.59,0,52,47,0.9,REGULAR,93.3,0.0,0.338,0.0,0.2,1.54,143.68,112.8,30.88,0.7035,0,0
REQ-001054,23,SUBURB_NORTH,TECH_CORRIDOR,STANDARD,14.22,40.3,CLEAR,0.0,10.0,18.9,0.29,0,10,79,7.9,REGULAR,34.88,0.0,0.014,1.2,0.15,2.36,82.32,66.48,15.84,0.249,0,0
REQ-001055,8,DOWNTOWN,TECH_CORRIDOR,PREMIUM,23.67,47.4,CLEAR,0.0,10.0,12.3,0.85,0,47,33,0.7,PLATINUM,114.57,0.0,0.69,0.0,0.2,1.89,216.54,172.6,43.94,0.7035,1,0
REQ-001056,22,AIRPORT,TECH_CORRIDOR,COMFORT,20.17,52.7,DRIZZLE,0.0,10.0,16.9,0.2,0,13,51,3.92,REGULAR,61.5,0.161,0.0,1.022,0.0,2.18,134.07,107.81,26.26,0.338,1,0
REQ-001057,19,AIRPORT,DOWNTOWN,STANDARD,5.23,10.4,DRIZZLE,0.0,10.0,6.6,0.61,0,32,15,0.47,REGULAR,13.18,0.1,0.361,0.0,0.25,1.71,22.54,17.84,4.7,0.6121,1,0
REQ-001058,17,DOWNTOWN,TECH_CORRIDOR,STANDARD,7.9,20.8,RAIN,5.5,5.3,16.1,0.46,0,31,17,0.55,REGULAR,20.16,0.312,0.093,0.0,0.25,1.66,33.47,26.43,7.04,0.6401,1,0
REQ-001059,8,DOWNTOWN,SUBURB_NORTH,COMFORT,9.77,30.9,CLEAR,0.0,10.0,12.9,0.57,0,55,65,1.18,REGULAR,34.52,0.0,0.314,0.0,0.2,1.51,52.13,40.86,11.27,0.7183,1,0
REQ-001060,9,AIRPORT,TECH_CORRIDOR,XL,6.21,18.3,CLEAR,0.0,10.0,28.4,0.6,2,36,49,1.36,GOLD,30.02,0.0,0.588,0.126,0.2,1.91,57.34,45.74,11.6,0.6121,0,0
REQ-001061,11,FINANCIAL_DISTRICT,DOWNTOWN,PREMIUM,5.4,16.2,CLEAR,0.0,10.0,15.9,0.1,0,29,47,1.62,REGULAR,36.89,0.0,0.0,0.217,0.0,1.22,45.01,34.57,10.44,0.8364,1,0
REQ-001062,21,AIRPORT,SUBURB_NORTH,COMFORT,26.06,47.2,CLEAR,0.0,10.0,28.1,0.11,0,36,64,1.78,PLATINUM,68.74,0.0,0.0,0.273,0.0,1.27,87.3,67.33,19.97,0.9131,1,0
REQ-001063,2,SUBURB_NORTH,AIRPORT,PREMIUM,5.49,12.3,CLEAR,0.0,10.0,7.8,0.33,1,31,74,2.39,GOLD,33.83,0.0,0.147,0.486,0.15,1.78,60.22,47.8,12.42,0.6831,1,0
REQ-001064,17,TECH_CORRIDOR,SUBURB_NORTH,STANDARD,2.16,6.6,CLEAR,0.0,10.0,17.8,0.58,0,16,35,2.19,GOLD,8.01,0.0,0.325,0.416,0.25,1.99,15.94,12.75,3.19,0.5656,1,0
REQ-001065,8,TECH_CORRIDOR,AIRPORT,PREMIUM,26.2,80.1,CLEAR,0.0,10.0,31.8,0.52,0,12,28,2.33,GOLD,149.44,0.0,0.261,0.465,0.2,1.93,288.42,230.21,58.21,0.6006,0,0
REQ-001066,15,DOWNTOWN,AIRPORT,XL,7.95,22.8,CLEAR,0.0,10.0,16.6,0.34,0,37,80,2.16,REGULAR,36.38,0.0,0.03,0.406,0.0,1.44,52.39,40.89,11.5,0.751,0,0
REQ-001067,4,FINANCIAL_DISTRICT,SUBURB_NORTH,XL,26.65,54.5,CLEAR,0.0,10.0,20.1,0.25,0,56,44,0.79,REGULAR,94.66,0.007,0.005,0.0,0.0,1.01,95.61,71.8,23.81,0.8944,1,0
REQ-001068,14,SUBURB_NORTH,AIRPORT,XL,18.97,41.7,CLEAR,0.0,10.0,8.9,0.4,1,20,29,1.45,PLATINUM,70.86,0.0,0.178,0.157,0.0,1.33,94.24,73.02,21.22,0.901,0,0
REQ-001069,12,AIRPORT,TECH_CORRIDOR,STANDARD,13.72,42.0,RAIN,5.9,5.2,22.3,0.25,1,43,78,1.81,REGULAR,34.85,0.321,0.125,0.283,0.0,1.73,60.29,47.76,12.53,0.6006,1,0
REQ-001070,1,DOWNTOWN,TECH_CORRIDOR,XL,20.57,55.9,RAIN,3.8,7.1,31.0,0.15,0,32,39,1.22,REGULAR,82.74,0.323,0.0,0.077,0.15,1.55,128.25,100.74,27.51,0.6985,1,0
REQ-001071,9,FINANCIAL_DISTRICT,SUBURB_NORTH,COMFORT,10.61,22.5,CLEAR,0.0,10.0,28.2,0.75,0,53,60,1.13,REGULAR,32.13,0.041,0.541,0.0,0.2,1.78,57.19,45.4,11.79,0.5715,1,0
REQ-001072,8,TECH_CORRIDOR,DOWNTOWN,PREMIUM,10.98,22.4,CLEAR,0.0,10.0,23.1,0.52,1,42,36,0.86,GOLD,57.78,0.0,0.381,0.0,0.2,1.58,91.29,71.82,19.47,0.777,0,0
REQ-001073,3,DOWNTOWN,TECH_CORRIDOR,COMFORT,13.71,39.7,CLEAR,0.0,10.0,23.5,0.37,0,46,25,0.54,REGULAR,44.99,0.009,0.043,0.0,0.15,1.2,53.99,41.39,12.6,0.8429,1,0
REQ-001074,13,TECH_CORRIDOR,AIRPORT,PREMIUM,22.9,59.4,FOG,0.0,10.0,19.2,0.4,0,27,50,1.85,REGULAR,122.61,0.215,0.058,0.297,0.0,1.57,192.5,151.36,41.14,0.6883,0,0
REQ-001075,8,SUBURB_NORTH,DOWNTOWN,XL,23.83,65.6,CLEAR,0.0,10.0,6.0,0.73,0,32,42,1.31,REGULAR,95.4,0.0,0.512,0.109,0.2,1.82,173.63,138.05,35.58,0.5479,1,0
REQ-001076,18,FINANCIAL_DISTRICT,AIRPORT,PREMIUM,6.23,13.3,RAIN,4.8,4.5,22.4,0.41,0,44,36,0.82,PLATINUM,36.74,0.304,0.063,0.0,0.25,1.62,59.52,46.92,12.6,0.8194,1,0
REQ-001077,3,TECH_CORRIDOR,DOWNTOWN,COMFORT,6.36,12.5,CLEAR,0.0,10.0,11.2,0.06,0,35,58,1.66,REGULAR,20.61,0.049,0.0,0.231,0.15,1.43,29.47,22.99,6.48,0.7555,0,0
REQ-001078,9,TECH_CORRIDOR,SUBURB_NORTH,PREMIUM,5.16,13.2,CLEAR,0.0,10.0,15.4,0.43,0,26,50,1.92,REGULAR,33.67,0.0,0.074,0.322,0.2,1.6,53.87,42.42,11.45,0.6726,1,0
REQ-001079,17,DOWNTOWN,FINANCIAL_DISTRICT,PREMIUM,9.19,26.6,DRIZZLE,0.0,10.0,10.3,0.79,0,58,22,0.38,REGULAR,56.34,0.1,0.598,0.0,0.25,1.95,109.86,87.75,22.11,0.47,1,0
REQ-001080,8,DOWNTOWN,TECH_CORRIDOR,PREMIUM,25.82,46.6,SNOW,14.4,6.4,-13.9,0.71,0,50,59,1.18,REGULAR,119.91,0.84,0.486,0.0,0.2,2.53,303.37,245.87,57.5,0.1806,1,0
REQ-001081,2,DOWNTOWN,TECH_CORRIDOR,XL,9.78,18.8,RAIN,13.7,7.8,31.6,0.23,0,60,44,0.73,GOLD,37.82,0.404,0.002,0.0,0.15,1.56,59.0,46.37,12.63,0.7852,1,0
REQ-001082,13,TECH_CORRIDOR,DOWNTOWN,XL,22.1,63.3,CLEAR,0.0,10.0,10.5,0.2,0,33,30,0.91,REGULAR,90.39,0.0,0.0,0.0,0.0,1.0,90.39,67.79,22.6,0.8966,1,0
REQ-001083,20,DOWNTOWN,AIRPORT,PREMIUM,16.51,41.7,DRIZZLE,0.0,10.0,17.8,0.31,0,31,13,0.42,REGULAR,89.68,0.18,0.02,0.0,0.0,1.2,107.62,82.51,25.11,0.8429,1,0
REQ-001084,12,FINANCIAL_DISTRICT,SUBURB_NORTH,PREMIUM,23.94,62.2,CLEAR,0.0,10.0,21.1,0.43,1,52,55,1.06,REGULAR,127.9,0.0,0.194,0.0,0.0,1.19,152.2,116.58,35.62,0.8461,0,0
REQ-001085,17,TECH_CORRIDOR,FINANCIAL_DISTRICT,PREMIUM,2.38,7.5,HEAVY_RAIN,50.4,3.0,20.4,0.82,0,40,50,1.25,PLATINUM,21.04,1.129,0.644,0.087,0.25,3.11,65.43,53.51,11.92,0.1126,0,0
REQ-001086,4,SUBURB_NORTH,TECH_CORRIDOR,XL,20.36,55.8,CLEAR,0.0,10.0,15.4,0.08,0,49,80,1.63,REGULAR,82.24,0.0,0.0,0.22,0.0,1.22,100.33,77.06,23.27,0.8364,1,0
REQ-001087,4,TECH_CORRIDOR,SUBURB_NORTH,COMFORT,13.33,27.3,DRIZZLE,0.0,10.0,17.9,0.08,1,53,43,0.81,GOLD,38.78,0.1,0.12,0.0,0.0,1.22,47.31,36.34,10.97,0.8921,1,0
REQ-001088,1,FINANCIAL_DISTRICT,DOWNTOWN,XL,19.71,45.8,CLEAR,0.0,10.0,26.0,0.39,1,31,73,2.35,GOLD,74.87,0.0,0.173,0.472,0.15,1.79,134.02,106.43,27.59,0.6779,0,0
REQ-001089,22,DOWNTOWN,FINANCIAL_DISTRICT,STANDARD,18.44,38.9,HEAVY_RAIN,36.4,2.9,17.4,0.1,0,19,74,3.89,REGULAR,39.66,0.919,0.0,1.012,0.0,2.93,116.2,94.8,21.4,0.0778,0,0
REQ-001090,20,AIRPORT,SUBURB_NORTH,STANDARD,3.52,8.7,SNOW,12.8,4.7,-4.2,0.1,0,42,57,1.36,REGULAR,10.44,0.628,0.0,0.126,0.0,1.75,18.27,14.49,3.78,0.589,1,0
REQ-001091,0,AIRPORT,DOWNTOWN,STANDARD,5.02,11.6,DRIZZLE,0.0,10.0,27.8,0.09,0,19,64,3.37,REGULAR,13.33,0.147,0.0,0.83,0.15,2.13,28.39,22.8,5.59,0.3654,0,0
REQ-001092,6,AIRPORT,FINANCIAL_DISTRICT,PREMIUM,3.38,8.8,CLEAR,0.0,10.0,17.5,0.29,2,38,42,1.11,PLATINUM,24.94,0.025,0.254,0.0,0.0,1.28,31.92,24.64,7.28,0.9112,1,0
REQ-001093,20,DOWNTOWN,SUBURB_NORTH,XL,20.18,42.7,CLEAR,0.0,10.0,20.3,0.29,0,34,54,1.59,REGULAR,74.0,0.0,0.014,0.207,0.0,1.22,90.28,69.34,20.94,0.8364,1,0
REQ-001094,19,SUBURB_NORTH,DOWNTOWN,PREMIUM,23.74,45.7,RAIN,9.2,4.6,17.8,0.76,1,57,19,0.33,REGULAR,113.31,0.377,0.676,0.0,0.25,2.3,260.61,210.19,50.42,0.2769,0,0
REQ-001095,14,FINANCIAL_DISTRICT,SUBURB_NORTH,PREMIUM,7.77,16.0,HEAVY_RAIN,28.5,2.7,26.3,0.15,0,29,29,1.0,REGULAR,43.36,0.851,0.0,0.0,0.0,1.85,80.22,63.85,16.37,0.53,1,0
REQ-001096,18,AIRPORT,TECH_CORRIDOR,STANDARD,21.38,51.9,CLEAR,0.0,10.0,31.7,0.8,0,43,48,1.12,PLATINUM,47.88,0.081,0.613,0.0,0.25,1.94,92.89,74.17,18.72,0.6779,1,0
REQ-001097,1,FINANCIAL_DISTRICT,TECH_CORRIDOR,XL,12.55,25.0,CLEAR,0.0,10.0,6.4,0.42,0,36,52,1.44,REGULAR,47.36,0.027,0.069,0.154,0.15,1.4,66.3,51.62,14.68,0.7685,1,0
REQ-001098,0,SUBURB_NORTH,FINANCIAL_DISTRICT,COMFORT,16.68,47.1,DRIZZLE,0.0,10.0,19.6,0.36,1,39,49,1.26,GOLD,53.22,0.1,0.159,0.091,0.15,1.5,79.83,62.53,17.3,0.8085,1,0
REQ-001099,3,TECH_CORRIDOR,DOWNTOWN,COMFORT,4.59,8.8,CLEAR,0.0,10.0,18.7,0.29,0,59,47,0.8,GOLD,16.03,0.0,0.014,0.0,0.15,1.16,18.59,14.2,4.39,0.9052,1,0
REQ-001100,22,SUBURB_NORTH,DOWNTOWN,COMFORT,6.37,11.7,DRIZZLE,0.0,10.0,29.8,0.42,0,51,32,0.63,PLATINUM,20.27,0.1,0.069,0.0,0.0,1.17,23.72,18.13,5.59,0.9303,1,0
REQ-001101,18,FINANCIAL_DISTRICT,AIRPORT,PREMIUM,25.43,73.7,CLEAR,0.0,10.0,31.0,0.79,0,11,20,1.82,REGULAR,141.85,0.0,0.597,0.287,0.25,2.13,302.14,242.63,59.51,0.3654,1,0
REQ-001102,10,FINANCIAL_DISTRICT,SUBURB_NORTH,XL,13.44,40.9,CLEAR,0.0,10.0,12.6,0.25,0,16,69,4.31,REGULAR,58.76,0.069,0.005,1.158,0.0,2.23,131.03,105.5,25.53,0.3117,1,0
REQ-001103,2,AIRPORT,SUBURB_NORTH,STANDARD,25.75,70.4,CLEAR,0.0,10.0,31.5,0.32,0,54,11,0.2,REGULAR,59.83,0.0,0.023,0.0,0.15,1.17,70.0,53.52,16.48,0.8522,0,0
REQ-001104,6,DOWNTOWN,FINANCIAL_DISTRICT,XL,11.05,34.4,CLEAR,0.0,10.0,18.7,0.35,1,42,48,1.14,REGULAR,49.85,0.0,0.154,0.0,0.0,1.15,57.33,43.75,13.58,0.8581,0,0
REQ-001105,7,FINANCIAL_DISTRICT,SUBURB_NORTH,COMFORT,26.96,62.1,THUNDERSTORM,47.4,1.4,6.2,0.41,0,44,11,0.25,REGULAR,76.93,1.2,0.063,0.0,0.2,2.46,189.25,153.17,36.08,0.2069,0,0
REQ-001106,15,SUBURB_NORTH,DOWNTOWN,STANDARD,16.22,45.5,CLEAR,0.0,10.0,26.0,0.45,0,16,37,2.31,REGULAR,39.19,0.05,0.086,0.458,0.0,1.59,62.31,49.04,13.27,0.6779,1,0
REQ-001107,12,AIRPORT,SUBURB_NORTH,XL,24.41,44.6,CLEAR,0.0,10.0,15.2,0.11,0,48,54,1.12,GOLD,84.02,0.036,0.0,0.0,0.0,1.04,87.38,65.87,21.51,0.9272,1,0
REQ-001108,5,FINANCIAL_DISTRICT,TECH_CORRIDOR,XL,8.63,26.4,CLEAR,0.0,10.0,17.4,0.28,0,44,29,0.66,REGULAR,39.96,0.0,0.011,0.0,0.0,1.01,40.36,30.31,10.05,0.8944,1,0
REQ-001109,18,AIRPORT,DOWNTOWN,STANDARD,2.4,7.0,CLEAR,0.0,10.0,29.2,0.7,2,56,79,1.41,REGULAR,8.45,0.0,0.713,0.143,0.25,2.11,17.83,14.31,3.52,0.3766,0,0
REQ-001110,2,AIRPORT,FINANCIAL_DISTRICT,STANDARD,5.94,18.2,CLEAR,0.0,10.0,17.0,0.3,1,51,52,1.02,PLATINUM,16.8,0.02,0.137,0.0,0.15,1.31,22.01,17.03,4.98,0.9052,0,0
REQ-001111,5,SUBURB_NORTH,AIRPORT,PREMIUM,10.41,27.0,CLEAR,0.0,10.0,21.0,0.22,0,23,63,2.74,REGULAR,60.1,0.0,0.001,0.609,0.0,1.61,96.76,76.24,20.52,0.6673,0,0
REQ-001112,2,DOWNTOWN,AIRPORT,PREMIUM,11.62,29.4,CLEAR,0.0,10.0,31.5,0.33,1,36,24,0.67,REGULAR,65.53,0.049,0.147,0.0,0.15,1.35,88.47,68.65,19.82,0.7892,1,0
REQ-001113,5,FINANCIAL_DISTRICT,AIRPORT,STANDARD,6.7,16.1,CLEAR,0.0,10.0,26.5,0.12,0,58,25,0.43,REGULAR,17.01,0.0,0.0,0.0,0.0,1.0,17.01,12.76,4.25,0.8966,0,0
REQ-001114,16,DOWNTOWN,SUBURB_NORTH,STANDARD,13.28,38.3,CLEAR,0.0,10.0,19.5,0.27,0,44,69,1.57,REGULAR,33.0,0.0,0.009,0.2,0.0,1.21,39.93,30.64,9.29,0.8397,1,0
REQ-001115,10,DOWNTOWN,TECH_CORRIDOR,STANDARD,20.43,58.2,THUNDERSTORM,39.2,2.4,23.9,0.08,0,17,75,4.41,PLATINUM,48.91,1.2,0.0,1.194,0.0,3.39,165.8,136.04,29.76,0.0609,0,0
REQ-001116,1,FINANCIAL_DISTRICT,SUBURB_NORTH,XL,27.0,60.4,DRIZZLE,0.0,10.0,31.9,0.34,2,19,80,4.21,REGULAR,98.94,0.1,0.27,1.123,0.15,2.64,261.2,212.13,49.07,0.1448,0,0
REQ-001117,8,FINANCIAL_DISTRICT,AIRPORT,COMFORT,19.22,38.8,CLEAR,0.0,10.0,12.5,0.69,0,41,24,0.59,REGULAR,53.67,0.078,0.46,0.0,0.2,1.74,93.39,74.01,19.38,0.5948,0,0
REQ-001118,23,AIRPORT,FINANCIAL_DISTRICT,STANDARD,19.5,55.2,CLEAR,0.0,10.0,6.0,0.07,0,22,26,1.18,REGULAR,46.7,0.0,0.0,0.0,0.15,1.15,53.7,40.98,12.72,0.8581,1,0
REQ-001119,1,AIRPORT,FINANCIAL_DISTRICT,STANDARD,8.34,23.4,HEAVY_RAIN,50.4,1.8,16.3,0.21,2,60,17,0.28,REGULAR,21.62,1.2,0.24,0.0,0.15,2.59,56.0,45.44,10.56,0.1603,0,0
REQ-001120,18,FINANCIAL_DISTRICT,TECH_CORRIDOR,PREMIUM,13.95,32.9,CLEAR,0.0,10.0,19.5,0.43,1,18,21,1.17,REGULAR,75.02,0.0,0.194,0.0,0.25,1.44,108.03,84.32,23.71,0.751,0,0
REQ-001121,5,DOWNTOWN,TECH_CORRIDOR,XL,11.83,31.4,DRIZZLE,0.0,10.0,30.8,0.43,1,23,79,3.43,GOLD,49.68,0.1,0.194,0.851,0.0,2.15,106.81,85.82,20.99,0.47,1,0
REQ-001122,6,SUBURB_NORTH,TECH_CORRIDOR,COMFORT,5.92,11.3,THUNDERSTORM,36.8,0.5,6.5,0.4,0,33,68,2.06,PLATINUM,19.36,1.2,0.058,0.371,0.0,2.63,50.92,41.35,9.57,0.2866,0,0
REQ-001123,2,DOWNTOWN,TECH_CORRIDOR,COMFORT,20.21,62.7,DRIZZLE,0.0,10.0,26.7,0.07,0,58,42,0.72,REGULAR,66.07,0.1,0.0,0.0,0.15,1.25,82.59,63.59,19.0,0.8264,1,0
REQ-001124,6,SUBURB_NORTH,TECH_CORRIDOR,COMFORT,19.81,52.4,RAIN,9.8,5.4,13.2,0.12,0,32,27,0.84,REGULAR,60.77,0.36,0.0,0.0,0.0,1.36,82.65,64.18,18.47,0.7852,0,0
REQ-001125,21,DOWNTOWN,SUBURB_NORTH,COMFORT,8.65,25.1,CLEAR,0.0,10.0,27.4,0.31,0,17,22,1.29,REGULAR,30.07,0.0,0.02,0.102,0.0,1.12,33.68,25.62,8.06,0.8667,1,0
REQ-001126,4,DOWNTOWN,TECH_CORRIDOR,STANDARD,21.24,65.9,DRIZZLE,0.0,10.0,24.6,0.33,0,32,43,1.34,REGULAR,52.62,0.154,0.027,0.119,0.0,1.3,68.41,52.89,15.52,0.8085,1,0
REQ-001127,5,FINANCIAL_DISTRICT,AIRPORT,XL,26.63,84.3,HEAVY_RAIN,46.7,1.4,11.4,0.43,0,52,40,0.77,REGULAR,112.5,1.185,0.074,0.0,0.0,2.26,254.25,204.86,49.39,0.2965,0,0
REQ-001128,8,AIRPORT,TECH_CORRIDOR,PREMIUM,2.73,8.7,CLEAR,0.0,10.0,17.6,0.81,0,29,68,2.34,REGULAR,23.03,0.0,0.628,0.469,0.2,2.3,52.97,42.72,10.25,0.2769,0,0
REQ-001129,11,AIRPORT,SUBURB_NORTH,COMFORT,11.37,24.3,DRIZZLE,0.0,10.0,31.8,0.2,0,32,18,0.56,REGULAR,34.2,0.1,0.0,0.0,0.0,1.1,37.62,28.56,9.06,0.8721,0,0
REQ-001130,17,FINANCIAL_DISTRICT,DOWNTOWN,COMFORT,10.92,25.3,DRIZZLE,0.0,10.0,5.2,0.78,0,40,21,0.53,GOLD,33.9,0.1,0.583,0.0,0.25,1.93,65.43,52.23,13.2,0.6006,1,0
REQ-001131,12,SUBURB_NORTH,FINANCIAL_DISTRICT,XL,22.45,52.1,CLEAR,0.0,10.0,27.8,0.39,0,25,27,1.08,REGULAR,84.41,0.0,0.053,0.0,0.0,1.05,88.63,66.89,21.74,0.8849,1,0
REQ-001132,9,TECH_CORRIDOR,DOWNTOWN,XL,6.72,13.2,CLEAR,0.0,10.0,23.0,0.65,0,18,63,3.5,GOLD,28.03,0.0,0.407,0.875,0.2,2.48,69.51,56.28,13.23,0.2866,0,0
REQ-001133,18,AIRPORT,SUBURB_NORTH,COMFORT,20.68,38.8,CLEAR,0.0,10.0,22.8,0.45,0,9,78,8.67,REGULAR,56.08,0.0,0.086,1.2,0.25,2.54,142.44,115.47,26.97,0.1771,0,0
REQ-001134,11,SUBURB_NORTH,AIRPORT,COMFORT,5.69,11.2,RAIN,8.4,7.7,20.0,0.13,0,55,32,0.58,REGULAR,18.93,0.345,0.0,0.0,0.0,1.34,25.37,19.67,5.7,0.7931,0,0
REQ-001135,21,SUBURB_NORTH,AIRPORT,XL,23.95,64.9,CLEAR,0.0,10.0,8.0,0.44,0,51,13,0.25,REGULAR,95.24,0.0,0.08,0.0,0.0,1.08,102.86,77.91,24.95,0.8774,1,0
REQ-001136,4,AIRPORT,FINANCIAL_DISTRICT,COMFORT,25.53,62.5,DRIZZLE,0.0,10.0,15.8,0.13,0,11,15,1.36,PLATINUM,74.74,0.1,0.0,0.126,0.0,1.23,91.93,70.67,21.26,0.9204,1,0
REQ-001137,11,AIRPORT,FINANCIAL_DISTRICT,PREMIUM,26.24,49.5,CLEAR,0.0,10.0,19.0,0.06,0,51,32,0.63,GOLD,123.54,0.077,0.0,0.0,0.0,1.08,133.42,101.05,32.37,0.9204,1,0
REQ-001138,3,FINANCIAL_DISTRICT,SUBURB_NORTH,PREMIUM,19.23,60.1,CLEAR,0.0,10.0,21.3,0.28,0,21,60,2.86,REGULAR,112.93,0.0,0.011,0.651,0.15,1.81,204.4,162.45,41.95,0.5538,0,0
REQ-001139,6,DOWNTOWN,TECH_CORRIDOR,COMFORT,25.62,53.2,CLEAR,0.0,10.0,14.3,0.26,0,9,33,3.67,REGULAR,70.71,0.0,0.007,0.934,0.0,1.94,137.18,109.53,27.65,0.476,0,0
REQ-001140,19,SUBURB_NORTH,FINANCIAL_DISTRICT,XL,5.32,12.4,CLEAR,0.0,10.0,29.1,0.5,0,48,66,1.38,REGULAR,24.61,0.0,0.12,0.133,0.25,1.5,36.91,28.91,8.0,0.7231,1,0
REQ-001141,22,TECH_CORRIDOR,FINANCIAL_DISTRICT,STANDARD,9.47,28.4,DRIZZLE,0.0,10.0,29.1,0.36,0,35,21,0.6,REGULAR,24.78,0.131,0.039,0.0,0.0,1.17,28.99,22.16,6.83,0.8522,0,0
REQ-001142,14,SUBURB_NORTH,TECH_CORRIDOR,STANDARD,25.59,65.8,CLEAR,0.0,10.0,10.1,0.37,1,40,30,0.75,GOLD,58.02,0.0,0.163,0.0,0.0,1.16,67.3,51.4,15.9,0.9052,1,0
REQ-001143,3,DOWNTOWN,FINANCIAL_DISTRICT,STANDARD,14.78,29.8,CLEAR,0.0,10.0,27.8,0.27,0,43,33,0.77,GOLD,31.9,0.029,0.009,0.0,0.15,1.19,37.96,29.08,8.88,0.8988,0,0
REQ-001144,12,SUBURB_NORTH,TECH_CORRIDOR,XL,15.89,34.3,CLEAR,0.0,10.0,13.8,0.1,0,21,29,1.38,REGULAR,59.95,0.008,0.0,0.133,0.0,1.14,68.34,52.09,16.25,0.861,1,0
REQ-001145,4,TECH_CORRIDOR,DOWNTOWN,STANDARD,21.61,47.7,CLEAR,0.0,10.0,31.7,0.28,0,51,33,0.65,REGULAR,46.71,0.039,0.011,0.0,0.0,1.05,49.05,37.02,12.03,0.8849,0,0
REQ-001146,10,SUBURB_NORTH,DOWNTOWN,PREMIUM,6.76,20.6,CLEAR,0.0,10.0,22.7,0.15,0,38,41,1.08,REGULAR,44.44,0.052,0.0,0.0,0.0,1.05,46.66,35.22,11.44,0.8849,1,0
REQ-001147,8,TECH_CORRIDOR,DOWNTOWN,XL,12.32,35.9,CLEAR,0.0,10.0,11.4,0.54,0,57,25,0.44,REGULAR,53.41,0.0,0.283,0.0,0.2,1.48,79.05,61.85,17.2,0.7326,1,0
REQ-001148,21,DOWNTOWN,FINANCIAL_DISTRICT,COMFORT,22.14,45.3,CLEAR,0.0,10.0,26.2,0.14,0,31,59,1.9,REGULAR,61.41,0.0,0.0,0.315,0.0,1.31,80.45,62.24,18.21,0.8047,1,0
REQ-001149,5,SUBURB_NORTH,DOWNTOWN,XL,10.28,26.7,THUNDERSTORM,46.4,1.4,16.6,0.08,0,29,52,1.79,REGULAR,43.61,1.2,0.0,0.276,0.0,2.48,108.15,87.57,20.58,0.1991,1,0
REQ-001150,15,DOWNTOWN,TECH_CORRIDOR,COMFORT,17.36,42.2,CLEAR,0.0,10.0,10.0,0.05,1,24,31,1.29,REGULAR,52.13,0.0,0.12,0.102,0.0,1.22,63.6,48.85,14.75,0.8364,1,0
REQ-001151,2,DOWNTOWN,FINANCIAL_DISTRICT,PREMIUM,4.5,12.7,CLEAR,0.0,10.0,7.0,0.15,0,47,61,1.3,REGULAR,31.39,0.0,0.0,0.105,0.15,1.25,39.24,30.22,9.02,0.8264,1,0
REQ-001152,6,SUBURB_NORTH,TECH_CORRIDOR,STANDARD,16.73,42.4,CLEAR,0.0,10.0,16.5,0.14,0,19,26,1.37,REGULAR,38.75,0.05,0.0,0.13,0.0,1.18,45.72,34.99,10.73,0.8492,1,0
REQ-001153,17,DOWNTOWN,TECH_CORRIDOR,XL,20.08,63.2,DRIZZLE,0.0,10.0,22.5,0.51,0,48,49,1.02,REGULAR,86.09,0.1,0.251,0.0,0.25,1.6,137.74,108.47,29.27,0.6726,1,0
REQ-001154,21,SUBURB_NORTH,AIRPORT,XL,6.9,21.6,RAIN,9.9,5.3,11.3,0.11,0,9,54,6.0,REGULAR,33.45,0.361,0.0,1.2,0.0,2.56,85.63,69.44,16.19,0.1702,0,0
REQ-001155,0,AIRPORT,TECH_CORRIDOR,XL,14.48,40.5,CLEAR,0.0,10.0,31.1,0.17,0,39,61,1.56,REGULAR,60.71,0.0,0.0,0.196,0.15,1.35,81.96,63.59,18.37,0.7892,1,0
REQ-001156,11,SUBURB_NORTH,AIRPORT,STANDARD,12.91,26.9,CLEAR,0.0,10.0,31.7,0.18,1,23,55,2.39,REGULAR,28.55,0.0,0.12,0.486,0.0,1.61,45.97,36.22,9.75,0.6673,1,0
REQ-001157,19,FINANCIAL_DISTRICT,DOWNTOWN,PREMIUM,27.35,70.9,CLEAR,0.0,10.0,17.5,0.8,0,44,58,1.32,REGULAR,144.85,0.0,0.612,0.112,0.25,1.97,285.35,228.06,57.29,0.4581,1,0
REQ-001158,5,AIRPORT,TECH_CORRIDOR,STANDARD,6.66,15.2,CLEAR,0.0,10.0,17.5,0.22,0,28,47,1.68,PLATINUM,16.64,0.0,0.001,0.238,0.0,1.24,20.63,15.87,4.76,0.9186,1,0
REQ-001159,21,TECH_CORRIDOR,AIRPORT,PREMIUM,11.07,24.3,CLEAR,0.0,10.0,13.1,0.15,0,55,38,0.69,REGULAR,59.66,0.0,0.0,0.0,0.0,1.0,59.66,44.74,14.92,0.8966,1,0
